order_id,customer_id,order_date,customer_age,customer_gender,customer_segment,region,state,store_type,product_category,product_subcategory,product_name,unit_price,quantity,discount_percent,shipping_cost,payment_method,marketing_channel,customer_tenure_months,loyalty_program_member,competitor_price,economic_index,season,day_of_week,is_holiday,sales_rep_id,sales_rep_experience_years,customer_satisfaction_score,delivery_days,total_sales
ORD-103216,CUST-1014,2025-03-06,27.0,Male,Consumer,South South,CALABAR,Wholesale,Furniture,Office Chairs,Office Chairs Standard 117,12816.22,3,5.0,436.77,Mobile Money,Search,62,no,14203.16,94.69,Dry,Thursday,1,REP-30,,3.9,5.0,49670.37
ORD-102727,CUST-1110,2024/09/07,33.0,Other,Corporate,North,Kano,Online,Furniture,Storage,Storage Plus 327,3951.14,8,15.0,1837.69,USSD,Direct,76,0,,112.87,Rainy,Saturday,No,REP-21,1.0,4.0,1.0,29423.15
ORD-102437,CUST-2860,13/11/2025,20.0,Male,Consumer,South East, Enugu ,Retail,Clothing,Accessories,Accessories Pro 411,8353.21,2,10.0,989.19,Bank Transfer,Social Media,22,True,9050.65,94.83,Dry,Thursday,N,REP-38,4.0,4.6,8.0,14175.04
ORD-102782,CUST-3094,07/09/2025,46.0,Female,Consumer,South South,CALABAR,Retail,Beauty,Skincare,Skincare Max 729,"₦12,159.58",3,5.0,340.13,Credit Card,Search,1,0,,105.35,Rainy,Sunday,No,REP-28,14.0,4.7,6.0,40564.68
ORD-100643,CUST-2322,2025-05-10,25.0,Male,Consumer,North Central,Ilorin,Retail,Groceries,Household,Household Max 883,36133.28,3,15.0,1649.22,Mobile Money,Email,61,Y,,102.18,Rainy,Saturday,no,REP-03,13.0,,5.0,82540.58
ORD-100873,CUST-1343,2024-08-22,48.0,Male,Consumer,South East,Onitsha,Wholesale,Automotive Parts,Batteries,Batteries Eco 430,54380.79,6,0.0,,BANK_TRANSFER,Social Media,8,,,100.06,Rainy,Thursday,No,REP-20,1.0,2.8,2.0,341903.3
ORD-100342,CUST-2710,"February 17, 2025",11.0,Male,Consumer,South East,aba,Online,Electronics,Audio,Audio Pro 362,33449.57,4,5.0,1076.36,Debit Card,Email,13,0,36122.09,106.3,Dry,Monday,0,REP-03,2.0,4.4,8.0,119874.63
ORD-102361,CUST-3066,"June 22, 2025",48.0,Male,Corporate,North,sokoto,Online,clothing,Accessories,Accessories Standard 373,5209.49,6,0.0,3285.84,Mobile Money,Referral,33,1,,108.0,Rainy,Sunday,0,REP-50,12.0,3.0,3.0,36985.28
ORD-103921,CUST-2690,"November 03, 2024",44.0,Female,Corporate,South East,onitsha,Online,Office Supplies,Stationery,Stationery Lite 547,"NGN 41,024",3,5.0,637.22,Cash,Search,50,,,98.36,Dry,Sunday,False,REP-18,8.0,3.6,3.0,132632.74
ORD-102315,CUST-1001,31/10/2024,27.0,Female,Consumer,South West,Ekiti,Online,Groceries,Beverages,Beverages Lite 933,"₦19,651.66",4,0.0,318.59,DEBIT_CARD,Email,35,1,19555.16,99.5,Rainy,Thursday,0,REP-55,14.0,4.3,3.0,100026.63
ORD-100302,CUST-1027,"May 09, 2024",34.0,Male,Consumer,South West,lagos,Retail,Automotive Parts,Electricals,Electricals Plus 100,"₦10,120.79",4,5.0,522.27,Credit Card,Social Media,90,True,,91.74,Rainy,Thursday,No,REP-53,11.0,3.7,5.0,51582.46
ORD-100101,CUST-1549,31/01/2025,42.0,Female,Corporate,South South,YENAGOA,Online,Electronics,Accessories,Accessories Max 153,23363.42,3,5.0,308.1,CREDIT_CARD,Email,31,,20884.75,101.19,Dry,Friday,No,REP-55,5.0,5.5,5.0,67370.96
ORD-101712,CUST-3419,"February 16, 2025",56.0,Female,Consumer,South South,uyo,Retail,Furniture,Beds,Beds Standard 217,31306.89,6,20.0,733.87,Cash,Social Media,85,,31904.36,109.02,Dry,Sunday,0,REP-10,10.0,4.8,7.0,148238.16
ORD-101668,CUST-2464,"November 24, 2024",55.0,Male,Corporate,North Central,Ilorin,Online,Furniture,Sofas,Sofas Standard 176,14924.22,7,0.0,1978.93,Credit Card,TV,52,No,14150.67,98.05,Dry,Sunday,no,REP-16,2.0,3.6,7.0,95313.46
ORD-101245,CUST-3710,2024/08/29,32.0,Female,Consumer,South West,OGUN,Online,Electronics,Laptops,Laptops Standard 427,23787.1,5,0.0,271.95,BANK_TRANSFER,Social Media,47,Y,25062.25,85.34,Rainy,Thursday,False,REP-08,14.0,3.2,4.0,140156.94
ORD-104138,CUST-3422,03/11/2025,36.0,Female,Consumer,North,KADUNA,Online,Automotive Parts,Tyres,Tyres Standard 663,"₦23,051.07",2,5.0,2345.84,CREDIT_CARD,Email,68,,,92.7,Dry,Monday,no,REP-51,8.0,5.0,5.0,50160.29
ORD-100196,CUST-1942,2025-11-14,,Female,Corporate,North Central,Abuja,Retail,Groceries,Snacks,Snacks Pro 320,9177.27,3,15.0,634.94,CREDIT_CARD,Email,54,yes,,103.8,Dry,Friday,False,REP-14,19.0,4.6,9.0,29812.53
ORD-102883,CUST-1135,15/05/2024,28.0,,Consumer,North,KANO,Retail,Office Supplies,Furniture,Furniture Pro 597,42220.46,3,,899.9,Bank Transfer,Search,0,Y,,96.32,Rainy,Wednesday,0,REP-41,17.0,2.6,,150427.97
ORD-104621,CUST-3736,12/01/2025,11.0,Female,Home Office,North, Sokoto ,Wholesale,Automotive Parts,Engine Oil,Engine Oil Lite 991,10232.32,5,20.0,305.56,USSD,Referral,21,No,,100.41,Dry,Sunday,False,REP-13,9.0,2.8,2.0,42037.49
ORD-103529,CUST-1330,2025-05-15,47.0,Female,Consumer,South East,ENUGU,Online,Office Supplies,Paper,Paper Lite 199,9107.46,1,0.0,,Debit Card,Email,20,no,8535.39,97.87,Rainy,Thursday,No,REP-22,8.0,4.2,6.0,12312.8
ORD-102228,CUST-1796,2025-10-30,39.0,Male,Consumer,South South,Port Harcourt,Retail,Beauty,Makeup,Makeup Max 637,"NGN 10,169",5,0.0,1100.47,Mobile Money,TV,8,N,9868.11,100.76,Rainy,Thursday,False,REP-08,11.0,4.1,4.0,60416.72
ORD-100917,CUST-3156,2024/06/30,62.0,Female,Consumer,South South, Warri ,Online,Office Supplies,Stationery,Stationery Plus 407,8592.97,3,5.0,487.83,USSD,Email,25,No,,103.83,Rainy,Sunday,yes,REP-18,10.0,3.8,6.0,29419.31
ORD-104387,CUST-1161,"September 15, 2025",11.0,Female,Home Office,South West,Ekiti,Retail,Beauty,Wellness,Wellness Plus 529,13823.9,4,5.0,1114.33,Credit Card,TV,78,no,13446.95,93.41,Rainy,Monday,0,REP-02,9.0,3.7,4.0,65392.36
ORD-101285,CUST-1134,"December 28, 2025",54.0,Female,Consumer,South East, Enugu ,Retail,ELECTRONICS,Televisions,Televisions Pro 150,18913.91,4,0.0,532.84,Mobile Money,Social Media,57,1,21236.22,97.01,Dry,Sunday,no,REP-34,6.0,4.2,2.0,95781.33
ORD-101085,CUST-3307,12/07/2025,58.0,Male,Consumer,South South,warri,Online,Beauty,Skincare,Skincare Lite 916,6830.66,4,5.0,314.14,Cash,TV,24,0,7878.44,96.46,Rainy,Saturday,No,REP-49,2.0,3.5,4.0,24850.0
ORD-102945,CUST-1295,"January 15, 2025",22.0,Female,Consumer,North,KADUNA,Retail,Clothing,Menswear,Menswear Pro 240,"NGN 22,948",3,0.0,1540.34,Debit Card,Referral,26,True,22486.86,98.11,Dry,Wednesday,False,REP-01,9.0,4.4,3.0,84059.95
ORD-100994,CUST-2456,"April 06, 2024",35.0,Female,Consumer,North Central,MINNA,Online,Beauty,Makeup,Makeup Plus 356,15177.91,4,0.0,2910.08,Cash,Referral,78,no,13181.93,93.94,Rainy,Saturday,0,REP-38,16.0,,5.0,69624.58
ORD-101323,CUST-3438,2025-12-04,37.0,Female,Corporate,North Central,lokoja,Online,Automotive Parts,Tyres,Tyres Max 120,"₦11,049.44",6,0.0,1105.0,Cash,TV,74,,,96.72,Dry,Thursday,False,REP-49,6.0,,5.0,75010.02
ORD-102905,CUST-3376,2025-11-20,22.0,Male,Consumer,South East,Awka,Online,Beauty,Skincare,Skincare Plus 723,"₦22,734.39",4,10.0,725.71,Mobile Money,Direct,20,False,,113.77,Dry,Thursday,no,REP-34,1.0,2.3,6.0,91675.06
ORD-104534,CUST-1081,2024-03-03,17.0,Male,Home Office,South East, Aba ,Retail,Electronics,Accessories,Accessories Standard 668,10512.08,4,25.0,909.23,USSD,Email,94,No,10769.49,84.3,Dry,Sunday,False,REP-53,4.0,4.9,6.0,32426.48
ORD-101064,CUST-3070,28/09/2024,2.0,Male,Corporate,North Central,LOKOJA,Retail,Office Supplies,Stationery,Stationery Pro 146,53039.74,2,25.0,452.35,Cash,Referral,34,N,,90.38,Rainy,Saturday,No,REP-38,8.0,,3.0,114248.39
ORD-104402,CUST-2099,16/12/2025,19.0,Female,Consumer,South East,Awka,Online,Groceries,Household,Household Eco 196,6851.21,3,0.0,402.68,Cash,Social Media,68,No,7027.4,101.75,Dry,Tuesday,N,REP-25,12.0,4.2,4.0,27372.68
ORD-103346,CUST-2656,"July 03, 2024",30.0,Female,Corporate,North Central,Ilorin,Wholesale,Beauty,Haircare,Haircare Standard 437,57307.72,4,0.0,292.61,DEBIT_CARD,Search,25,,62467.9,103.09,Rainy,Wednesday,0,REP-41,9.0,3.8,5.0,274657.38
ORD-101070,CUST-2856,"April 04, 2024",73.0,Female,Consumer,South South,PORT HARCOURT,Retail,Beauty,Haircare,Haircare Plus 194,"NGN 4,322",6,0.0,365.92,Debit Card,Referral,4,N,4163.98,104.56,Rainy,Thursday,0,REP-34,8.0,6.0,,30332.11
ORD-100527,CUST-1395,18/08/2024,16.0,Male,Consumer,South West,ekiti,Online,Clothing,Womenswear,Womenswear Max 103,20775.47,3,15.0,590.33,USSD,Search,90,1,19133.02,111.5,Rainy,Sunday,No,REP-07,16.0,2.1,9.0,70883.91
ORD-102847,CUST-2062,04/11/2025,32.0,Female,Corporate,South West,IBADAN,Online,furniture,Storage,Storage Lite 260,25174.08,4,10.0,305.26,Debit Card,Email,48,,,101.14,Dry,Tuesday,N,REP-15,17.0,4.5,5.0,120333.55
ORD-104307,CUST-3197,2024-03-31,42.0,Male,Home Office,North Central,abuja,Retail,Furniture,Beds,Beds Eco 889,40857.35,4,5.0,319.94,Bank Transfer,Email,81,N,37556.2,103.55,Dry,Sunday,False,REP-08,17.0,3.9,5.0,133683.58
ORD-100753,CUST-3574,2024-07-19,2.0,Male,Consumer,South South,uyo,Wholesale,GROCERIES,Household,Household Eco 431,8529.53,5,15.0,1019.77,USSD,Email,10,yes,9270.8,88.12,Rainy,Friday,N,REP-21,19.0,4.5,5.0,43915.01
ORD-101362,CUST-1964,2025-07-08,35.0,Male,Consumer,South East,ABA,Retail,Beauty,Haircare,Haircare Plus 890,"₦31,781.05",1,15.0,1010.08,Mobile Money,Referral,88,True,,97.15,Rainy,Tuesday,No,REP-41,1.0,4.5,4.0,33528.24
ORD-100927,CUST-1828,08/03/2025,23.0,Female,Consumer,North,Plateau,Wholesale,Automotive Parts,Filters,Filters Plus 472,7620.97,6,20.0,1025.31,Mobile Money,TV,70,0,8102.71,88.78,Dry,Saturday,0,REP-32,17.0,3.8,4.0,36757.35
ORD-102986,CUST-3055,05/09/2025,34.0,Female,Corporate,South West,Ibadan,Retail,Automotive Parts,Engine Oil,Engine Oil Pro 218,64438.27,5,5.0,703.35,Cash,Referral,1,yes,68131.51,100.82,Rainy,Friday,False,REP-17,8.0,3.9,5.0,313819.3
ORD-103206,CUST-3747,2024-12-09,34.0,Female,Consumer,South South, Calabar ,Online,Electronics,Laptops,Laptops Lite 232,17889.04,8,,312.53,Mobile Money,TV,4,No,,85.4,Dry,Monday,False,REP-05,14.0,3.5,10.0,160055.32
ORD-104784,CUST-3321,10/12/2024,29.0,Male,Corporate,South West,ibadan,Online,Automotive Parts,Electricals,Electricals Max 737,8585.64,4,15.0,,BANK_TRANSFER,TV,93,True,8111.9,98.5,Dry,Tuesday,No,REP-45,2.0,4.2,4.0,29208.15
ORD-102229,CUST-3697,15/03/2025,42.0,Other,Consumer,South South,Calabar,Retail,Furniture,Storage,Storage Pro 989,37708.19,6,30.0,1295.6,Bank Transfer,TV,36,0,38545.88,100.74,Dry,Saturday,No,REP-55,3.0,2.2,5.0,125523.7
ORD-100410,CUST-1479,16/01/2024,56.0,Male,Consumer,South East, Onitsha ,Online,Furniture,Storage,Storage Max 943,5939.5,7,10.0,823.1,Credit Card,TV,0,N,4777.02,109.35,Dry,Tuesday,no,REP-19,5.0,3.1,5.0,35904.5
ORD-101862,CUST-3331,11/05/2024,53.0,Male,Home Office,South South,UYO,Online,Furniture,Storage,Storage Standard 768,15798.15,7,0.0,122.77,Bank Transfer,Email,58,0,15303.49,99.78,Rainy,Saturday,False,REP-16,11.0,3.9,6.0,121511.46
ORD-103887,CUST-1485,2025/10/27,40.0,Male,Corporate,North, Plateau ,Retail,Electronics,Smartphones,Smartphones Plus 207,"NGN 9,777",2,5.0,720.0,Cash,Email,94,,10643.44,106.78,Rainy,Monday,N,REP-57,3.0,3.5,5.0,23617.86
ORD-102632,CUST-3511,"December 24, 2025",20.0,Female,Consumer,South West, Ogun ,Retail,Office Supplies,Printers,Printers Pro 593,20004.85,8,0.0,1127.63,USSD,Social Media,77,No,22201.21,95.21,Dry,Wednesday,False,REP-14,17.0,2.6,6.0,153722.8
ORD-102342,CUST-2500,2025/09/09,,Female,Consumer,South East,ABA,Retail, Beauty ,Fragrance,Fragrance Standard 721,"NGN 15,135",5,10.0,255.37,MOBILE_MONEY,Email,24,,17756.37,103.01,Rainy,Tuesday,no,REP-46,8.0,5.3,9.0,83979.07
ORD-102607,CUST-1707,2024/05/10,41.0,Male,Consumer,South South,Yenagoa,Retail,Electronics,Audio,Audio Pro 805,"NGN 27,039",3,30.0,1657.9,Debit Card,Referral,3,No,29937.65,89.06,Rainy,Friday,False,REP-07,19.0,3.8,7.0,80200.65
ORD-104368,CUST-3548,2025/07/19,33.0,Female,Corporate,South East,OWERRI,Online,Clothing,Menswear,Menswear Plus 975,10050.07,1,15.0,1071.28,CREDIT_CARD,Direct,51,0,10041.17,97.59,Rainy,Saturday,no,REP-08,16.0,3.2,4.0,9938.17
ORD-104071,CUST-3152,2024-03-06,51.0,Male,Consumer,North,BORNO,Retail,Furniture,Tables,Tables Max 424,17124.53,1,0.0,1237.71,DEBIT_CARD,Social Media,66,no,17399.04,98.5,Dry,Wednesday,False,REP-04,17.0,5.5,5.0,22761.27
ORD-101633,CUST-3421,2025-06-22,,Female,Consumer,South South,Calabar,Online, Groceries ,Dairy,Dairy Standard 305,15141.67,3,15.0,804.21,Mobile Money,Referral,6,no,15016.42,103.1,Rainy,Sunday,False,REP-36,4.0,4.4,9.0,44420.55
ORD-100282,CUST-2845,26/08/2025,17.0,Female,Consumer,South West,EKITI,Online,Clothing,Accessories,Accessories Max 932,5469.61,3,20.0,891.58,USSD,Search,12,N,,102.94,Rainy,Tuesday,False,REP-02,16.0,3.7,6.0,15817.15
ORD-100943,CUST-2303,20/04/2025,37.0,Female,Home Office,North,Kano,Online,Beauty,Fragrance,Fragrance Max 350,18068.83,5,20.0,1207.24,BANK_TRANSFER,Email,38,No,16982.54,102.37,Rainy,Sunday,False,REP-34,7.0,2.9,2.0,72996.98
ORD-104461,CUST-1932,2024-08-19,22.0,Male,Consumer,North,SOKOTO,Online,Furniture,Beds,Beds Eco 219,10662.83,2,0.0,869.38,BANK_TRANSFER,Direct,9,No,,94.34,Rainy,Monday,False,REP-56,4.0,5.3,5.0,22097.14
ORD-100264,CUST-3721,2025-08-31,48.0,Female,Home Office,North,borno,Online,office supplies,Stationery,Stationery Plus 968,26836.51,4,0.0,309.76,Bank Transfer,Referral,8,0,25218.42,116.56,Rainy,Sunday,False,REP-16,4.0,2.9,4.0,121742.84
ORD-100908,CUST-2020,"August 03, 2025",24.0,Male,Consumer,North Central,abuja,Retail,Clothing,Kidswear,Kidswear Max 391,"NGN 11,425",3,20.0,480.15,DEBIT_CARD,TV,79,yes,11268.54,109.45,Rainy,Sunday,False,REP-60,13.0,3.7,8.0,41264.07
ORD-103054,CUST-3165,24/05/2025,26.0,Male,Home Office,South West,Ekiti,Online,Groceries,Dairy,Dairy Max 571,19622.04,7,15.0,261.68,CREDIT_CARD,Email,41,no,22889.59,103.98,Rainy,Saturday,no,REP-54,2.0,3.5,3.0,117029.71
ORD-102313,CUST-1145,2024-04-25,47.0,Male,Home Office,North Central,ilorin,Online,Furniture,Tables,Tables Standard 133,9590.32,4,,378.57,Credit Card,Search,37,True,9539.14,96.98,Rainy,Thursday,0,REP-11,12.0,3.9,5.0,46387.17
ORD-102098,CUST-3065,27/06/2024,41.0,Female,Corporate,South West,ogun,Online,Beauty,Wellness,Wellness Pro 940,20142.27,5,20.0,379.74,CREDIT_CARD,Social Media,40,Y,,98.21,Rainy,Thursday,N,REP-16,8.0,,6.0,79034.18
ORD-102468,CUST-1074,2025-10-21,,Male,Consumer,North Central,Lokoja,Wholesale,Automotive Parts,Batteries,Batteries Pro 175,21676.98,5,0.0,1896.17,USSD,Direct,51,1,23759.37,84.11,Rainy,Tuesday,no,REP-39,16.0,2.8,4.0,150524.76
ORD-104950,CUST-1908,2024-10-26,30.0,Female,Consumer,North Central,ilorin,Retail,Electronics,Audio,Audio Standard 653,24329.9,6,15.0,571.69,USSD,Social Media,65,no,26350.12,101.61,Rainy,Saturday,Yes,REP-35,15.0,,4.0,132418.9
ORD-101884,CUST-2698,2024-02-04,52.0,Male,Home Office,South West,Lagos,Retail,Automotive Parts,Batteries,Batteries Pro 948,"₦10,950.10",5,20.0,575.28,Debit Card,Search,44,no,11106.75,91.57,Dry,Sunday,False,REP-42,6.0,2.6,,51066.29
ORD-104610,CUST-1254,2025-12-07,21.0,Female,Consumer,North Central,Lokoja,Online,Automotive Parts,Tyres,Tyres Plus 279,9737.31,5,15.0,822.8,Mobile Money,Social Media,1,N,10848.65,122.02,Dry,Sunday,0,REP-09,16.0,,4.0,38829.3
ORD-103810,CUST-1629,2025/10/22,,Male,Home Office,South East,enugu,Online,Clothing,Menswear,Menswear Eco 937,"₦68,023.38",5,25.0,158.65,BANK_TRANSFER,Referral,68,Y,64461.15,119.14,Rainy,Wednesday,0,REP-44,5.0,4.4,6.0,236984.31
ORD-101525,CUST-1130,2024/02/22,33.0,Female,Corporate,South South,calabar,Wholesale,Beauty,Haircare,Haircare Pro 924,"NGN 10,347",3,0.0,519.43,Credit Card,Search,72,False,9254.18,106.99,Dry,Thursday,no,REP-60,13.0,3.6,5.0,37522.67
ORD-103126,CUST-3289,"November 23, 2024",,Male,Consumer,North,Kaduna,Wholesale,Beauty,Makeup,Makeup Eco 569,31004.84,6,20.0,2838.51,USSD,TV,46,0,32354.4,88.0,Dry,Saturday,0,REP-60,4.0,2.9,3.0,153265.27
ORD-100789,CUST-1033,21/12/2025,27.0,Male,Consumer,North,Plateau,Online,Furniture,Storage,Storage Plus 748,9081.94,3,0.0,918.19,Debit Card,TV,84,1,9596.84,105.74,Dry,Sunday,no,REP-04,8.0,4.1,5.0,29504.32
ORD-100495,CUST-2134,2024-05-16,,Female,Consumer,North Central, Jos ,Wholesale,Automotive Parts,Electricals,Electricals Standard 360,21419.7,1,15.0,913.01,DEBIT_CARD,Email,30,0,26289.98,102.97,Rainy,Thursday,False,REP-20,16.0,3.6,4.0,21415.3
ORD-102285,CUST-3288,2025-08-18,35.0,Male,Corporate,South South,WARRI,Online,Automotive Parts,Filters,Filters Max 651,12669.52,9,,2268.33,USSD,Social Media,68,No,14537.37,101.86,Rainy,Monday,No,REP-10,1.0,4.5,4.0,110267.32
ORD-102966,CUST-1661,02/06/2024,47.0,Female,Consumer,North,Plateau,Retail,Electronics,Smartphones,Smartphones Standard 849,"₦21,105.30",4,5.0,428.82,Debit Card,Referral,67,1,18993.45,96.12,Rainy,Sunday,N,REP-19,17.0,4.0,1.0,108192.83
ORD-104015,CUST-1389,2024-05-17,,Female,Consumer,South South,Uyo,Retail,Automotive Parts,Tyres,Tyres Max 443,29044.24,6,0.0,855.53,USSD,TV,72,False,29264.14,109.98,Rainy,Friday,yes,REP-26,12.0,3.2,4.0,221033.24
ORD-103424,CUST-2677,2024-02-18,39.0,Female,Consumer,North Central,MINNA,Online,Automotive Parts,Filters,Filters Lite 420,58509.88,4,10.0,619.8,USSD,Email,27,False,59132.91,102.74,Dry,Sunday,No,REP-35,16.0,3.6,5.0,272288.36
ORD-100935,CUST-3586,2024-07-25,44.0,Male,Consumer,South West,IBADAN,Retail,Groceries,Snacks,Snacks Pro 888,"NGN 9,970",4,5.0,1844.89,Bank Transfer,Direct,83,False,,94.74,Rainy,Thursday,0,REP-25,18.0,2.5,4.0,54454.42
ORD-102540,CUST-1796,23/04/2025,20.0,Male,Consumer,South East,OWERRI,Retail, Furniture ,Sofas,Sofas Pro 744,16782.45,6,-10.0,1080.67,CREDIT_CARD,Email,5,False,,84.44,Rainy,Wednesday,Y,REP-21,4.0,4.6,4.0,107359.12
ORD-103854,CUST-2325,19/02/2025,33.0,Male,Corporate,South East,Enugu,Online,Office Supplies,Paper,Paper Standard 460,9511.77,6,,903.78,BANK_TRANSFER,TV,43,no,9577.04,100.24,Dry,Wednesday,No,REP-42,0.0,3.9,3.0,63145.78
ORD-100304,CUST-2492,2024-06-19,71.0,Female,Consumer,North Central,ilorin,Online,Office Supplies,Stationery,Stationery Max 134,7860.01,6,5.0,2746.45,Cash,Search,40,Yes,,103.13,Rainy,Wednesday,no,REP-08,,4.0,3.0,47405.83
ORD-101268,CUST-3621,"July 19, 2024",27.0,Female,Home Office,North,kano,Online,Electronics,Audio,Audio Max 422,17260.96,3,10.0,539.86,Mobile Money,Social Media,47,No,16164.2,102.92,Rainy,Friday,no,REP-20,19.0,5.1,3.0,47129.07
ORD-103736,CUST-2042,"November 16, 2024",31.0,Female,Home Office,South West,Osun,Retail,Beauty,Skincare,Skincare Eco 780,17618.33,5,5.0,,Mobile Money,TV,24,Yes,17569.78,96.47,Dry,Saturday,No,REP-30,9.0,2.9,5.0,93288.47
ORD-101765,CUST-3572,04/11/2025,28.0,Male,Consumer,South West,Lagos,Online,Furniture,Sofas,Sofas Lite 266,13238.68,2,15.0,314.09,Credit Card,Social Media,67,Y,13028.0,101.47,Dry,Tuesday,no,REP-56,9.0,,6.0,26098.74
ORD-103233,CUST-1011,2025-03-06,29.0,Female,Consumer,South East,enugu,Online,Electronics,Televisions,Televisions Plus 642,6636.53,6,,,CREDIT_CARD,Social Media,95,1,6048.0,111.45,Dry,Thursday,no,REP-20,14.0,2.6,6.0,53586.8
ORD-100857,CUST-1157,"September 23, 2024",40.0,Male,Corporate,North,kaduna,Wholesale,Beauty,Haircare,Haircare Standard 880,39126.69,4,15.0,837.53,Mobile Money,TV,75,yes,46137.92,89.76,Rainy,Monday,no,REP-44,5.0,3.0,,156059.86
ORD-100343,CUST-2416,2024/11/22,51.0,Female,Home Office,North,Kano,Retail,Electronics,Accessories,Accessories Pro 851,20631.22,1,5.0,336.94,USSD,Referral,50,False,,95.78,Dry,Friday,0,REP-45,10.0,4.5,6.0,23003.32
ORD-101462,CUST-1130,"June 22, 2024",25.0,Female,Home Office,North,Kaduna,Online,Electronics,Televisions,Televisions Plus 531,11075.4,4,15.0,424.84,Mobile Money,Social Media,0,False,10805.69,103.13,Rainy,Saturday,yes,REP-53,4.0,4.1,7.0,36277.56
ORD-104602,CUST-1861,2024-04-25,28.0,Female,Consumer,North,kano,Retail,Groceries,Snacks,Snacks Pro 661,54546.59,3,20.0,571.98,BANK_TRANSFER,Email,77,False,54334.05,100.18,Rainy,Thursday,Y,REP-34,12.0,,3.0,150006.01
ORD-104559,CUST-2783,2025/04/23,47.0,Male,Consumer,North Central,lokoja,Retail,Groceries,Dairy,Dairy Max 892,"NGN 16,845",3,10.0,1412.8,MOBILE_MONEY,TV,32,Yes,17564.06,96.3,Rainy,Wednesday,No,REP-36,14.0,4.8,,50625.11
ORD-103879,CUST-1117,2024-08-08,31.0,Male,Consumer,South West,lagos,Online,Furniture,Beds,Beds Plus 386,"₦12,448.71",800,20.0,,Bank Transfer,Social Media,24,No,,90.85,Rainy,Thursday,False,REP-12,2.0,3.8,3.0,42257.65
ORD-104988,CUST-3562,27/04/2025,50.0,Female,Consumer,South South,calabar,Retail,Automotive Parts,Batteries,Batteries Standard 849,2571.72,6,20.0,1420.08,MOBILE_MONEY,TV,93,No,2864.7,100.61,Rainy,Sunday,0,REP-37,12.0,4.0,3.0,11895.74
ORD-101870,CUST-1118,20/04/2024,31.0,Male,Consumer,North,Borno,Online,Furniture,Tables,Tables Eco 393,34111.23,6,10.0,561.32,Debit Card,Social Media,7,N,36091.83,94.98,Rainy,Saturday,False,REP-11,3.0,4.6,9.0,209037.68
ORD-104670,CUST-1263,2025-05-08,29.0,Female,Consumer,North Central,Lokoja,Retail,Beauty,Skincare,Skincare Eco 891,4270.14,2,10.0,954.88,BANK_TRANSFER,Social Media,19,N,3960.05,91.68,Rainy,Thursday,No,REP-22,7.0,3.9,4.0,7671.89
ORD-104523,CUST-3713,02/01/2025,29.0,Female,Corporate,South West,Osun,Online,Furniture,Tables,Tables Plus 394,19291.97,2,0.0,1339.24,USSD,Search,82,No,19309.23,98.21,Dry,Thursday,False,REP-55,0.0,4.4,8.0,28297.91
ORD-104960,CUST-2049,2024/03/19,42.0,Male,Consumer,North,borno,Online,Office Supplies,Printers,Printers Max 944,8641.06,8,25.0,724.74,CASH,Email,22,0,8359.09,113.81,Dry,Tuesday,False,REP-51,6.0,4.2,6.0,52992.56
ORD-102078,CUST-1710,2024-06-17,42.0,Female,Corporate,North, Borno ,Online,FURNITURE,Storage,Storage Lite 922,7757.61,3,,303.27,Bank Transfer,Social Media,29,0,,104.77,Rainy,Monday,no,REP-26,16.0,4.6,4.0,23838.23
ORD-101030,CUST-2340,2025/10/01,51.0,Female,Consumer,North Central,Minna,Online,Beauty,Haircare,Haircare Lite 575,34151.07,2,,398.24,Cash,Referral,37,Yes,36222.25,96.34,Rainy,Wednesday,False,REP-11,,,3.0,68838.23
ORD-101840,CUST-2169,2024-07-25,34.0,Male,Home Office,South West,ogun,Retail,Beauty,Makeup,Makeup Pro 487,21317.31,4,5.0,1472.22,Cash,Referral,5,0,,97.99,Rainy,Thursday,N,REP-01,18.0,4.1,7.0,116889.18
ORD-103157,CUST-3735,24/04/2024,33.0,Female,Corporate,North,BORNO,Wholesale,Furniture,Sofas,Sofas Pro 604,32638.92,7,0.0,1671.22,Mobile Money,Email,54,False,,102.45,Rainy,Wednesday,no,REP-48,5.0,,4.0,220277.58
ORD-103977,CUST-3715,2024-07-29,21.0,Male,Consumer,North Central,Jos,Wholesale,Furniture,Tables,Tables Plus 735,"NGN 27,039",5,20.0,924.65,Mobile Money,Email,27,no,31802.73,95.55,Rainy,Monday,no,REP-48,2.0,3.9,7.0,89786.14
ORD-104189,CUST-3475,2024/06/03,15.0,Female,Home Office,South South,UYO,Online,Furniture,Office Chairs,Office Chairs Lite 894,"NGN 5,375",2,,1247.78,CASH,Search,7,Y,5571.72,97.38,Rainy,Monday,No,REP-11,18.0,3.0,7.0,9882.39
ORD-100642,CUST-3349,2025-05-07,43.0,Female,Consumer,North,SOKOTO,Retail,Automotive Parts,Engine Oil,Engine Oil Lite 860,"₦7,772.82",6,0.0,950.91,USSD,Email,15,Yes,6689.59,104.64,Rainy,Wednesday,False,REP-23,16.0,3.4,,54531.62
ORD-104768,CUST-1312,2025-05-26,46.0,Male,Consumer,North,plateau,Retail,Groceries,Snacks,Snacks Max 635,"₦4,265.18",800,0.0,2263.23,MOBILE_MONEY,TV,79,False,,90.19,Rainy,Monday,0,REP-55,19.0,3.5,5.0,35474.71
